smiles,logS
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(C(N)=O)nn2C(C)C)cc1OCC(F)(F)F,-4.20742
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(C(N)=O)ccc2Cl)cc1OCC(F)(F)F,-6.23747
[2H]C([2H])([2H])N(C(=O)c1c(Cl)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1,-5.82076
[2H]C([2H])([2H])N(C(=O)c1c(C)cccc1F)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1,-4.46206
[2H]C([2H])(O)c1nn2c3c(cnc2c1-c1ccc(C(F)(F)F)nc1)CN[C@]3(Cc1cccc(F)c1)C(=O)OC,-4.08092
[2H]C([2H])(O)c1nn2c3c(cnc2c1-c1ccc(C(F)(F)F)cc1)CN[C@]3(Cc1cccc(F)c1)C(=O)OC,-4.58503
[2H]C(Cl)(Cl)Cl,-1.41781
Sc1nncn1NCc1cccc(Br)c1,-4.04
Sc1nnc(Nc2ccccc2Cl)s1,-3.82
Sc1nnc(Nc2cccc(Cl)c2)s1,-3.94
Sc1nnc(Nc2ccc(Cl)cc2)s1,-4.14
Sc1nnc(Cc2noc3ccccc23)n1-c1ccc(Cl)cc1,-4.01
Sc1nnc(Cc2ccc(Cl)cc2)o1,-3.84
Sc1nnc(Cc2ccc(Cl)cc2)n1-c1ccc2c(c1)OCCO2,-3.91
Sc1nnc(C[NH+]2CCCCC2)n1-c1ccc(Cl)cc1,-3.88
Sc1nnc(CSCCOc2ccc(Cl)cc2Cl)o1,-3.82
Sc1nnc(COc2ccccc2)n1N=Cc1ccccc1Cl,-5.28
Sc1nnc(COc2ccccc2)n1N=Cc1ccc(Cl)cc1,-5.76
Sc1nnc(COc2cccc(Cl)c2)n1Cc1ccccc1,-6.22
Sc1nnc(COc2ccc(Cl)cc2)n1-c1ccccc1,-4.53
Sc1nnc(CNc2cccc(Cl)c2)o1,-3.92
Sc1nnc(CCc2ccccc2)n1-c1ccc(Cl)cc1,-5.04
Sc1nnc(C2CCCCC2)n1N=Cc1ccccc1Cl,-5.55
Sc1nnc(C2CCCCC2)n1N=Cc1cccc(Br)c1,-6.26
Sc1nnc(C2CCCCC2)n1N=Cc1ccc(Cl)cc1,-6.21
Sc1nnc(C2CCCCC2)n1N=Cc1c(Cl)cccc1Cl,-6.25
Sc1nnc(C2CC2c2ccccc2)n1-c1ccccc1Cl,-3.86
Sc1nnc(-c2ccncc2)n1N=Cc1ccccc1Cl,-5.16
Sc1nnc(-c2ccncc2)n1N=Cc1cccc(Cl)c1,-5.08
Sc1nnc(-c2ccco2)n1N=Cc1cccc(Cl)c1,-5.64
Sc1nnc(-c2ccco2)n1N=CC(Cl)=Cc1ccccc1,-4.84
Sc1nnc(-c2ccco2)n1-c1ccc(Cl)cc1,-3.82
Sc1nnc(-c2ccccn2)n1N=Cc1cccc(Cl)c1,-3.93
Sc1nnc(-c2ccccn2)n1N=Cc1ccc(Cl)cc1,-3.95
Sc1nnc(-c2ccccn2)n1N=Cc1ccc(Cl)c(Cl)c1,-5.11
Sc1nnc(-c2ccccn2)n1N=Cc1c(Cl)cccc1Cl,-4.39
Sc1nnc(-c2ccccc2Cl)n1N=CC=Cc1ccco1,-4.02
Sc1nnc(-c2ccccc2Br)n1Cc1ccccc1,-4.03
Sc1nnc(-c2ccccc2)n1N=Cc1ccc(Cl)cc1,-6.02
Sc1nnc(-c2cccc(Cl)c2)n1N=Cc1ccco1,-4.66
Sc1nnc(-c2ccc(Cl)cc2Cl)n1-c1ccccc1,-3.93
Sc1nnc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,-4.17
Sc1nnc(-c2ccc(Cl)cc2)n1N=Cc1cccs1,-6.03
Sc1nnc(-c2ccc(Cl)cc2)n1N=Cc1ccco1,-4.62
Sc1nnc(-c2ccc(Cl)cc2)n1N=CC=Cc1ccco1,-5.26
Sc1nnc(-c2ccc(Cl)cc2)n1CCC[NH+]1CCOCC1,-4.04
Sc1nnc(-c2ccc(Cl)cc2)n1-c1cccnc1,-3.95
Sc1nnc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,-4.2
Sc1nnc(-c2cc[nH]n2)n1-c1ccccc1Cl,-3.92
Sc1ncnc2scc(-c3ccc(Cl)cc3)c12,-5.75
Sc1nccn1-c1ccccc1Cl,-3.82
Sc1nccn1-c1cccc(Cl)c1Cl,-3.82
Sc1nccn1-c1ccc(Cl)cc1,-3.86
Sc1nccc(-c2ccc(Cl)cc2)n1,-3.92
Sc1ncc(-c2ccc(Cl)cc2)n1Cc1ccccc1,-6
Sc1nc2ccccc2c2nc(-c3ccccc3Cl)nn12,-6.19
Sc1nc2ccccc2c2nc(-c3ccccc3Br)nn12,-6.08
Sc1nc2cc(Cl)c3cccnc3c2o1,-3.82
Sc1nc2cc(Br)c[nH]c-2n1,-3.83
Sc1nc(NCc2cccc(Cl)c2)c2ccccc2n1,-5.78
Sc1nc(-c2ccccc2)nc2ccc(Br)cc12,-6.02
Sc1nc(-c2ccc(Br)cc2)nc2ccccc12,-5.66
Sc1n[nH]c(-c2cccc(Cl)c2)n1,-4.28
Sc1n[nH]c(-c2ccc(Cl)cc2)n1,-4.12
Sc1n[nH]c(-c2cc(Cl)cc(Cl)c2)n1,-4.38
Sc1ccccc1Cl,-1.78004
SC1=NC[NH+](Cc2cccnc2)CN1c1cccc(Cl)c1,-3.83
SC1=NC(c2ccc(Cl)cc2)c2ccccc2C1,-4.75
S=c1sc2c(Cl)ncnc2n1-c1ccccc1,-4.53
S=c1nccc(-c2ccc(Cl)cc2)[nH]1,-3.92
S=c1nc2ccccc2c2nc(-c3ccccc3Cl)[nH]n12,-6.19
S=c1nc2ccccc2c2nc(-c3ccccc3Br)[nH]n12,-6.08
S=c1nc(NCc2cccc(Cl)c2)c2ccccc2[nH]1,-5.78
S=c1nc(NCCc2ccccc2Cl)c2ccccc2[nH]1,-6.2
S=c1nc(-c2ccccc2)[nH]c2ccc(Br)cc12,-6.02
S=c1nc(-c2cccc(Cl)c2)[nH][nH]1,-4.28
S=c1nc(-c2ccc(Cl)cc2)[nH][nH]1,-4.12
S=c1nc(-c2ccc(Br)cc2)[nH]c2ccccc12,-5.66
S=c1nc(-c2cc(Cl)cc(Cl)c2)[nH][nH]1,-4.38
S=c1[nH]ncn1NCc1cccc(Br)c1,-4.04
S=c1[nH]nc([C@@H]2C[C@H]2c2ccccc2)n1-c1ccccc1Cl,-3.86
S=c1[nH]nc(Nc2ccccc2Cl)s1,-3.82
S=c1[nH]nc(Nc2cccc(Cl)c2)s1,-3.94
S=c1[nH]nc(Nc2ccc(Cl)cc2)s1,-4.14
S=c1[nH]nc(Cc2noc3ccccc23)n1-c1ccc(Cl)cc1,-4.01
S=c1[nH]nc(Cc2ccc(Cl)cc2)o1,-3.84
S=c1[nH]nc(Cc2ccc(Cl)cc2)n1-c1ccc2c(c1)OCCO2,-3.91
S=c1[nH]nc(CSCCOc2ccc(Cl)cc2Cl)o1,-3.82
S=c1[nH]nc(COc2ccccc2)n1N=Cc1ccccc1Cl,-5.28
S=c1[nH]nc(COc2ccccc2)n1/N=C/c1ccccc1Cl,-5.28
S=c1[nH]nc(COc2ccccc2)n1/N=C/c1ccc(Cl)cc1,-5.76
S=c1[nH]nc(COc2cccc(Cl)c2)n1Cc1ccccc1,-6.22
S=c1[nH]nc(COc2ccc(Cl)cc2)n1-c1ccccc1,-4.53
S=c1[nH]nc(CNc2cccc(Cl)c2)o1,-3.92
S=c1[nH]nc(CN2CCCCC2)n1-c1ccc(Cl)cc1,-3.88
S=c1[nH]nc(CCc2ccccc2)n1-c1ccc(Cl)cc1,-5.04
S=c1[nH]nc(C2CCCCC2)n1N=Cc1cccc(Br)c1,-6.26
S=c1[nH]nc(C2CCCCC2)n1N=Cc1ccc(Cl)cc1,-6.21
S=c1[nH]nc(C2CCCCC2)n1/N=C/c1ccccc1Cl,-5.55
S=c1[nH]nc(C2CCCCC2)n1/N=C/c1cccc(Br)c1,-6.26
S=c1[nH]nc(C2CCCCC2)n1/N=C/c1ccc(Cl)cc1,-6.21
S=c1[nH]nc(C2CCCCC2)n1/N=C/c1c(Cl)cccc1Cl,-6.25
S=c1[nH]nc(-c2ccncc2)n1/N=C/c1ccccc1Cl,-5.16
S=c1[nH]nc(-c2ccncc2)n1/N=C/c1cccc(Cl)c1,-5.08
S=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1,-4.45593
S=c1[nH]nc(-c2ccn[nH]2)n1-c1ccccc1Cl,-3.92
S=c1[nH]nc(-c2ccco2)n1N=C/C(Cl)=C/c1ccccc1,-4.84
S=c1[nH]nc(-c2ccco2)n1/N=C/c1cccc(Cl)c1,-5.64
S=c1[nH]nc(-c2ccco2)n1/N=C/C(Cl)=C/c1ccccc1,-4.84
S=c1[nH]nc(-c2ccco2)n1-c1ccc(Cl)cc1,-3.82
S=c1[nH]nc(-c2ccccn2)n1/N=C/c1cccc(Cl)c1,-3.93
S=c1[nH]nc(-c2ccccn2)n1/N=C/c1ccc(Cl)cc1,-3.95
S=c1[nH]nc(-c2ccccn2)n1/N=C/c1ccc(Cl)c(Cl)c1,-5.11
S=c1[nH]nc(-c2ccccn2)n1/N=C/c1c(Cl)cccc1Cl,-4.39
S=c1[nH]nc(-c2ccccc2Cl)n1/N=C/C=C/c1ccco1,-4.02
S=c1[nH]nc(-c2ccccc2Br)n1Cc1ccccc1,-4.03
S=c1[nH]nc(-c2ccccc2)n1N=Cc1ccc(Cl)cc1,-6.02
S=c1[nH]nc(-c2ccccc2)n1/N=C/c1ccc(Cl)cc1,-6.02
S=c1[nH]nc(-c2cccc(Cl)c2)n1/N=C/c1ccco1,-4.66
S=c1[nH]nc(-c2ccc(Cl)cc2Cl)n1-c1ccccc1,-3.93
S=c1[nH]nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,-4.17
S=c1[nH]nc(-c2ccc(Cl)cc2)n1N=Cc1cccs1,-6.03
S=c1[nH]nc(-c2ccc(Cl)cc2)n1N=Cc1ccco1,-4.62
S=c1[nH]nc(-c2ccc(Cl)cc2)n1N=C/C=C/c1ccco1,-5.26
S=c1[nH]nc(-c2ccc(Cl)cc2)n1CCCN1CCOCC1,-4.04
S=c1[nH]nc(-c2ccc(Cl)cc2)n1/N=C/c1cccs1,-6.03
S=c1[nH]nc(-c2ccc(Cl)cc2)n1/N=C/c1ccco1,-4.62
S=c1[nH]nc(-c2ccc(Cl)cc2)n1/N=C/C=C/c1ccco1,-5.26
S=c1[nH]nc(-c2ccc(Cl)cc2)n1-c1cccnc1,-3.95
S=c1[nH]nc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,-4.2
S=c1[nH]nc(-c2c(N3CCCCC3)nc3ccc(Cl)cc3c2-c2ccccc2)o1,-3.59286
S=c1[nH]cnc2scc(-c3ccc(Cl)cc3)c12,-5.75
S=c1[nH]ccn1-c1ccccc1Cl,-3.82
S=c1[nH]ccn1-c1cccc(Cl)c1Cl,-3.82
S=c1[nH]ccn1-c1ccc(Cl)cc1,-3.86
S=c1[nH]cc(-c2ccc(Cl)cc2)o1,-4
S=c1[nH]cc(-c2ccc(Cl)cc2)n1Cc1ccccc1,-6
S=c1[nH]c2cc(Cl)c3cccnc3c2o1,-3.82
S=c1[nH]c2cc(Br)cnc2[nH]1,-3.83
S=C=Nc1cccc(I)c1,-4.68
S=C=Nc1ccc2ccccc2c1Br,-4.32
S=C=Nc1ccc(I)cc1,-4.05
S=C=Nc1ccc(Br)cc1,-4.27
S=C1NCN(Cc2cccnc2)CN1c1cccc(Cl)c1,-3.82
S=C1N(c2ccccc2)C(c2ccc(Br)cc2)N2CCCN12,-4.53
S=C1Cc2ccccc2C(c2ccc(Cl)cc2)N1,-4.75
S=C1CCC(c2ccc(Cl)cc2)=NN1c1ccccc1,-6
S=C1CCC(c2ccc(Br)cc2)=NN1c1ccccc1,-5.76
S=C(c1ccc(Br)cc1)N1CCCC1,-3.82
S=C(c1ccc(-c2cccc(Cl)c2)o1)N1CCCCC1,-4.7
S=C(c1ccc(-c2ccc(Cl)cc2Cl)o1)N1CCCC1,-5.67
S=C(c1ccc(-c2ccc(Br)cc2)o1)N1CCOCC1,-5.64
S=C(c1ccc(-c2ccc(Br)cc2)o1)N1CCCCC1,-5.64
S=C([N-]n1cnnc1)Nc1cc(Cl)ccc1Cl,-3.97
S=C([N-]N=Cc1ccccc1Cl)Nc1cccc(Cl)c1Cl,-5.71
S=C([N-]N=Cc1ccccc1Cl)NCC1CC1,-5.82
S=C([N-]N=Cc1cccc2ccccc12)Nc1cccc(Cl)c1,-5.23
S=C([N-]N=Cc1ccc(Cl)cc1)NCCc1ccccc1,-6.2
S=C([N-]N1CCOCC1)NCc1ccc(Cl)cc1,-3.82
S=C(Nc1cccnc1)Nc1ccccc1Br,-3.82
S=C(Nc1cccnc1)N1CCN(c2ccccc2Cl)CC1,-3.88
S=C(Nc1ccccn1)Nc1ccccc1Cl,-5.1
S=C(Nc1ccccc1Cl)NC1CCCCCC1,-4.11
S=C(Nc1ccccc1Cl)N1CCN(c2ccccn2)CC1,-5.16
S=C(Nc1ccccc1Cl)N1CCC(c2ccccc2)C1,-4.25
S=C(Nc1ccccc1)Nc1ccccc1Br,-4.27
S=C(Nc1ccccc1)Nc1ccc(Cl)cn1,-5.1
S=C(Nc1ccccc1)Nc1ccc(Br)cc1,-4.74
S=C(Nc1cccc(Cl)c1Cl)N1CCCC1,-4.24
S=C(Nc1cccc(Cl)c1)Nc1ccc2c(c1)OCCO2,-3.9
S=C(Nc1cccc(Cl)c1)N1CCN(c2ccccn2)CC1,-5.82
S=C(Nc1ccc2cn[nH]c2c1)Nc1ccc(Cl)cc1Cl,-4.03
S=C(Nc1ccc2c[nH]nc2c1)Nc1ccc(Cl)cc1Cl,-4.03
S=C(Nc1ccc2c(c1)OCO2)Nc1ccccc1Cl,-3.97
S=C(Nc1ccc2c(c1)OCCO2)Nc1ccccc1Cl,-3.82
S=C(Nc1ccc(Cl)cc1Cl)N1CCN(c2ccccn2)CC1,-5.57
S=C(Nc1ccc(Cl)cc1Cl)N1CCCC1,-4.51
S=C(Nc1ccc(Cl)cc1)Nc1ccc2c(c1)OCCO2,-4.56
S=C(Nc1ccc(Cl)cc1)NC1CCCCC1,-4.79
S=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(c2ccccn2)CC1,-5.61
S=C(Nc1ccc(Cl)c(Cl)c1)N1CCCC1,-4.92
S=C(Nc1ccc(Br)cc1)Nc1ccc2c(c1)OCCO2,-5.39
S=C(Nc1ccc(Br)cc1)N1CCN(c2ccccn2)CC1,-5.25
S=C(Nc1cc(Cl)ccc1Cl)Nn1cnnc1,-3.97
S=C(Nc1cc(Cl)cc(Cl)c1)N1CCCC1,-4.96
S=C(NN=Cc1ccccc1Cl)Nc1cccc(Cl)c1Cl,-5.71
S=C(NN=Cc1cccc2ccccc12)Nc1cccc(Cl)c1,-5.23
S=C(NCc1ccncc1)Nc1ccc(Br)cc1Cl,-3.94
S=C(NCc1ccncc1)Nc1ccc(Br)cc1,-3.82
S=C(NCc1ccncc1)Nc1cc(Cl)cc(Cl)c1,-4.75
S=C(NCc1cccs1)Nc1cc(Cl)cc(Cl)c1,-5.66
S=C(NCc1ccco1)Nc1ccccc1Cl,-3.82
S=C(NCc1ccco1)Nc1cccc(Cl)c1Cl,-4.43
S=C(NCc1ccco1)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-5.95
S=C(NCc1ccco1)Nc1ccc(Cl)cn1,-4.81
S=C(NCc1ccco1)Nc1ccc(Br)cn1,-4.8
S=C(NCc1ccco1)NCc1ccccc1Cl,-3.82
S=C(NCc1ccco1)N1CCN(c2ccccc2Cl)CC1,-4.24
S=C(NCc1ccco1)N1CCN(c2cccc(Cl)c2)CC1,-4.45
S=C(NCc1cccnc1)Nc1ccc(Cl)cc1Cl,-3.82
S=C(NCc1cccnc1)Nc1cc(Cl)cc(Cl)c1,-3.9
S=C(NCc1ccccc1)NCc1ccccc1Cl,-4.01
S=C(NCc1ccccc1)NCc1cccc(Cl)c1,-4.1
S=C(NCc1ccccc1)NCc1ccc(Cl)cc1,-5.1
S=C(NCc1cccc(Cl)c1)NCc1ccco1,-3.97
S=C(NCc1ccc(Cl)cc1)Nc1ccncc1,-3.82
S=C(NCc1ccc(Cl)cc1)Nc1cc[nH+]cc1,-3.83
S=C(NCc1ccc(Cl)cc1)NN1CCOCC1,-3.82
S=C(NCc1ccc(Cl)cc1)NCc1ccco1,-3.85
S=C(NCc1ccc(Cl)cc1)NCc1ccccn1,-3.92
S=C(NCc1ccc(Cl)cc1)N1CCN(c2ccccn2)CC1,-6.24
S=C(NCc1ccc(Cl)c(Cl)c1)NCc1ccco1,-4.13
S=C(NCCc1ccccn1)Nc1cc(Cl)cc(Cl)c1,-4.23
S=C(NCCc1ccccc1)Nc1c(Cl)cccc1Cl,-3.87
S=C(NCCc1ccccc1)NN=Cc1ccc(Cl)cc1,-6.2
S=C(NCCc1ccccc1)NCc1cccc(Cl)c1,-4.34
S=C(NCCc1ccccc1)N/N=C/c1ccc(Cl)cc1,-6.2
S=C(NCCc1cccc(Cl)c1)NCc1ccccc1,-4.31
S=C(NCCc1cccc(Cl)c1)NC1CCCCC1,-4.45
S=C(NCCc1ccc(Cl)cc1)NCc1ccccc1,-4.26
S=C(NCCc1ccc(Cl)cc1)NC1CCCCC1,-4.87
S=C(NCCCn1ccnc1)Nc1cccc(Cl)c1,-3.82
S=C(NCCCc1ccccc1)Nc1ccc(Br)cc1,-4.89
S=C(NCCC[NH+]1CCOCC1)Nc1cccc(Cl)c1,-3.83
S=C(NCCCN1CCOCC1)Nc1cccc(Cl)c1,-3.82
S=C(NCC1CCCO1)c1ccc(Br)cc1,-3.89
S=C(NCC1CCCO1)Nc1cccc(Cl)c1,-3.82
S=C(NCC1CCCO1)N1CC[NH+](Cc2ccccc2Cl)CC1,-3.83
S=C(NCC1CCCO1)N1CCN(Cc2ccccc2Cl)CC1,-3.82
S=C(NCC1CC1)NN=Cc1ccccc1Cl,-5.83
S=C(NCC1CC1)N/N=C/c1ccccc1Cl,-5.83
S=C(NC1CCCCC1)c1cnc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)n1,-5.21467
S=C(N/N=C/c1ccccc1Cl)Nc1cccc(Cl)c1Cl,-5.71
S=C(N/N=C/c1cccc2ccccc12)Nc1cccc(Cl)c1,-5.23
On1nnc2ccc(C(F)(F)F)cc21,-4.4
On1c(-c2ccccc2Cl)nc2ncccc21,-3.82
On1c(-c2ccc(Cl)cc2Cl)nc2ncccc21,-3.82
Oc1nncc(NN=Cc2cccnc2)c1Cl,-5.28
Oc1nncc(N2CCCCCC2)c1Cl,-4.04
Oc1nnc(SCc2ccccc2Cl)n1-c1ccc2c(c1)OCCO2,-6.1
Oc1nnc(SCc2cc(Cl)ccc2Cl)c(O)n1,-4.03
Oc1nnc(NN=Cc2ccccc2OC(F)F)c(O)n1,-4.24
Oc1nnc(NN=Cc2ccc(Cl)cc2Cl)c(O)n1,-4.82
Oc1nnc(C(F)(F)F)c2nnn(Cc3ccccc3Cl)c12,-4
Oc1nnc(-c2ccc(F)cc2)cc1Cc1cccs1,-5.13
Oc1nnc(-c2ccc(F)cc2)cc1Cc1ccccn1,-4.05
Oc1nnc(-c2ccc(F)cc2)cc1Cc1ccccc1,-5.45
Oc1nnc(-c2ccc(F)cc2)cc1Cc1ccc(F)cc1,-5.33
Oc1nnc(-c2ccc(F)cc2)cc1-c1ccccc1,-5.95
Oc1ncncc1Br,-0.447
Oc1ncnc2onc(-c3ccc(F)cc3)c12,-3.82
Oc1ncnc2cc(-c3ccc(Br)cc3)sc12,-5.71
Oc1ncnc2c1cnn2Cc1ccccc1Cl,-4.71
Oc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(Cl)c1,-6.03
Oc1ncnc2c1C(c1ccc(Cl)cc1)c1c(O)ncnc1O2,-3.88
Oc1ncnc(O)c1C(c1ccc(F)cc1)c1c(O)ncnc1O,-3.82
Oc1ncccc1-c1nc2ccccc2n1Cc1ccccc1F,-4.91
Oc1ncccc1-c1nc2ccccc2n1Cc1cccc(F)c1,-5.12
Oc1ncccc1-c1nc2ccccc2n1Cc1cccc(Cl)c1,-5.38
Oc1ncccc1-c1nc2ccccc2n1Cc1ccc(F)cc1,-3.83
Oc1ncccc1-c1nc2ccccc2n1Cc1ccc(Cl)cc1,-3.82
Oc1ncccc1-c1nc2cc(Cl)ccc2n1Cc1ccccc1,-4.77
Oc1ncc(COCC(F)CCl)c(O)n1,-3.82
Oc1ncc(-c2ccc(Br)cc2)n1Cc1ccccc1,-5.31
Oc1nc2ccccc2nc1Cc1ccc(Cl)cc1,-5.48
Oc1nc2ccccc2nc1C(F)(F)F,-3.82
Oc1nc2ccccc2nc1-c1ccc(Cl)cc1,-5.93
Oc1nc2ccccc2n2c(C(F)(F)F)nnc12,-3.82
Oc1nc2ccccc2n1CCCNCc1cc2c(cc1Cl)OCO2,-3.73119
Oc1nc2ccccc2n1C1CCN(Cc2cc3c(cc2Cl)OCO3)CC1,-4.04769
Oc1nc2ccccc2c2oc(CCl)nc12,-4.27
Oc1nc2cccc(F)c2n2cccc12,-4.8
Oc1nc2cc3ccccc3cc2nc1C(F)(F)F,-4.96
Oc1nc2cc(NCc3ccc(F)cc3)ccc2[nH]1,-3.86
